timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ
1700000020.0,40.447507332373625,-79.94363857458973,0.3110668379801668,0.14386291649482372,-0.9360403396922563,0.20693811349882632,-0.0106672917463124,-0.0084408890750061,-0.0032860744690487
1700000020.2,40.44778926910311,-79.94358650467377,0.0806057338153038,0.06574860295088746,-0.9772586453201446,0.21337816113028926,-0.0139893188900772,-0.0137368512187377,0.0030908647611459
1700000020.4,40.44751652873691,-79.94477599307457,-0.5186842468822908,0.08703934236983411,-0.9791459607422925,0.20997851432267198,-0.0095373124957917,0.0021891184160451,-0.0022357237351215
1700000020.6000001,40.44725043672483,-79.94430109295539,0.8311607662923056,0.09296480355154393,-0.9252362800606753,0.21261419263481912,-0.0104915231143672,0.0032578449614939,-0.0097117495471919
1700000020.8000002,40.44720064003314,-79.94416598270242,0.24437082223439255,0.05661231819358836,-0.9224788788315352,0.17759092022319914,-0.0394656505099932,-0.0071892033626689,0.0006807039746242
1700000021.0,40.44815347482711,-79.94414639900235,0.050911934048791095,0.13755637228768727,-1.0085331531634825,0.2034605695215095,0.034215228420902,-0.0161813667833215,-0.0187997867670874
1700000021.2,40.447445333834494,-79.94414218086521,-0.13048055730048838,0.009848194868020257,-0.9146622013511755,0.22307283170949496,0.0305605724569863,-0.140593333951354,0.101966046552518
1700000021.4,40.44734559358479,-79.94417438257645,-0.41297461939627705,0.003794810567403731,-0.9426309655699716,0.2850738126448096,0.0102331964886295,-0.0298484431814991,0.0140425821118788
1700000021.6000001,40.447322893142506,-79.94426287801957,-0.06923536315445818,-0.0002106500943493267,-0.9459606576814394,0.42243235653191213,0.0026349315825244,-0.0276697110937053,0.0256875202943593
1700000021.8000002,40.44730625083984,-79.94377056617022,0.1921123399860412,0.02772177491739792,-0.9182174733870471,0.38547042871164594,-0.0113285546449791,0.0160263708078788,-0.0193491968999707
1700000022.0,40.44764379296521,-79.944035699825,-0.39543270135156844,0.066813127363811,-0.8723364578535137,0.4080519484966817,-0.0042229745405386,-0.0010367686123678,-0.0032392028338633
1700000022.2,40.44732183642736,-79.94369626059564,-0.2778410167005142,0.05748598796059867,-0.8969700185823889,0.4754517172765303,-0.0095266598514314,-0.0041939460846567,-0.0064839983060159
1700000022.4,40.44688892971469,-79.94455516588233,0.31932658211260234,0.08661070573551208,-0.9205072360082567,0.4566108720368837,-0.0094773913712649,0.0160175823762816,0.0009278453237836
1700000022.6000001,40.447533665043494,-79.94399461544761,1.1882410512525121,0.049195117910969165,-0.8708619255776633,0.44530756883688133,-0.0115115138118675,-0.0701266241400755,0.0245860368675025
1700000022.8000002,40.447191117761484,-79.94435608242729,0.7694357435115158,0.04067077388219384,-0.8692488842406157,0.5459972595146736,-0.0159432801818684,0.100076800075216,-0.102778044368883
1700000023.0,40.44736289473085,-79.94400591055641,1.9029903475371905,0.09504090043255903,-0.8379712205189804,0.5590029185371935,-0.0906734445822548,0.0473869568563249,-0.040500554909598
1700000023.2,40.44771301125504,-79.94403741054191,1.22542215992322,0.1458006776083926,-0.8667592454631229,0.4618414300527457,-0.0418521091628132,-0.008234494090525,0.0187846067488739
1700000023.4,40.44799494580586,-79.94466952021186,1.3383915565201423,0.05792542326283358,-0.8923782791369236,0.4803451932483435,-0.0286612059675418,-0.0019422433829947,-0.0077519293010026
