timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ
1700000004.0,40.44710678866247,-79.94349086807814,0.16282360312544064,0.0010904821706804319,-0.967259845393575,0.2285548156768221,-0.0050067428493489,-0.0084816354396843,-0.0277509375069527
1700000004.1,40.44771791210458,-79.94447244229838,0.5273800853356084,0.024842167576117232,-0.9498063205937789,0.246405324200082,-0.0197191099753827,-0.0073119750889215,0.0360682559073792
1700000004.3,40.447459833968125,-79.94431372194246,0.4117697276578591,-0.011476945138575292,-0.89823363998217,0.2520268125131608,-0.0129565450193445,-0.0179984415950825,0.0031124363659756
1700000004.5,40.44743550844725,-79.94409831295741,1.3099565312390506,0.03163364058238729,-0.9453924313739088,0.20804193951379168,-0.0169917667030326,0.0001099885530202,-0.0033728935205853
1700000004.7,40.44735323944534,-79.9441695486268,0.47024400105352754,0.0813510663662369,-0.9687488563898397,0.18102995167194186,-0.0148929294479411,-0.0020309266472944,-0.0022796658931078
1700000004.9,40.44759746291117,-79.94433984343375,0.4261704003845315,0.03945399359603135,-0.9701695018201927,0.22249783920684665,-0.0266236214175221,0.0033646377212061,0.001851163273714
1700000005.1,40.44750074303547,-79.94460512487943,0.5781452139370222,0.029629521015270357,-1.003290862949477,0.207616999866174,-0.0179965773823195,0.0022434469022827,-0.006587328956311
1700000005.3,40.44687323803192,-79.94404122313756,0.11937732134939588,0.05442556084007602,-0.9098362769745788,0.23450933521676892,-0.0149981243109992,-0.0062842612242599,0.003061303673046
1700000005.5,40.44773123734125,-79.94440710208416,0.5341855673880477,0.026103397224847596,-0.978375173835006,0.23707426210440888,-0.0139040977351947,-0.0062917180753122,0.0009400958647979
1700000005.7,40.447240553427584,-79.94446198313415,-0.029042813989368955,0.06810584649828488,-0.999503904518175,0.1722439447200806,-0.0127861027095794,-0.0031081753082314,-0.0011891014267203
1700000005.9,40.447109296231154,-79.94437673111895,0.1698461750308892,0.04865460137949765,-0.9662947371443927,0.20512428596077492,-0.0095998967814086,-0.0041926145041117,-0.0011536813842223
1700000006.1,40.44736735526471,-79.94401358959647,0.10010808358034219,0.03488842881791389,-0.9988733314200308,0.19992468396786714,-0.0117586551610269,-0.0041782334342253,0.0009566074635564
1700000006.3,40.44700136424183,-79.9443208997249,0.18376461946309283,0.057740683563941,-0.9654091357111113,0.18679396866842504,-0.0149075768339366,-0.0020306603311854,-0.0012136025087491
