timestamp,latitude,longitude,speed,accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ
1699999990.0,40.44779013211901,-79.94382739608088,0.06487530286375649,0.03694398396919295,-0.8909203092660125,0.20303776359225464,-0.0169944298641226,0.019258649422908,0.0072398034233804
1699999990.3,40.447494006123144,-79.94452877553432,-0.5660503538250925,0.060594527867099596,-0.9685961163326842,0.1810967013239316,-0.018083130117747,0.0043726441938011,0.0008697884120198
1699999990.4,40.44777188984803,-79.94439360678669,-0.5167006039584988,0.03880170722382425,-1.0139221569753578,0.18048244868810934,-0.0149927979888191,-0.0094757934746109,0.0009371663875988
1699999990.6,40.447347622258285,-79.94448281099359,-0.09234949263621721,0.04132318895374168,-0.980304149182822,0.2956652181503859,-0.0468934731063332,-0.0018221348178322,0.0016570188302473
1699999990.8,40.447914584973105,-79.94426113606686,-0.035421816449155714,0.018350494988422214,-0.9333048028394227,0.18169146066266736,-0.0073705646329033,0.0032384038855363,-0.0043486757439903
1699999991.0,40.44721817397036,-79.94362843371036,0.13963054356989624,0.04941680974417162,-0.9204384318336697,0.30553650659622045,-0.0128114027399352,-0.0084267743212287,-0.0022418490056287
1699999991.2,40.44749040041418,-79.94398745782274,0.47951162476714587,0.03782353847106626,-0.9912020403556497,0.26807195974826326,-0.0170157351528433,-0.0030810110651126,-0.0033649040373151
1699999991.4,40.44732938654335,-79.94423565553983,0.19902341708905744,0.01688098226732837,-0.9408380680854284,0.2947404307822973,-0.0213372466537149,-0.0094350471099327,-0.0023265375282932
1699999991.6,40.447205154534494,-79.94342429643883,0.1727332434612963,0.062794999746766,-0.9089861031763053,0.2625895622352671,-0.02671816363622,-0.0072717613564613,0.0029438582689735
1699999991.8,40.44728276167107,-79.94386455708789,0.5660049185023553,-0.014676969531641618,-0.954086567380462,0.3769960032639386,-0.0256081580938749,-0.0051518851287582,0.0008173241385453
1699999992.0,40.44755990751402,-79.94428087530878,0.2647525235286584,0.10658020038079473,-0.9242171906948795,0.27921859263376764,-0.0264824738797479,0.0065535068104669,-0.0066853332844259
1699999992.2,40.44773371241542,-79.94436855134552,-0.12722485342347079,0.08055123839704124,-0.901396379703867,0.31909876155041605,-0.0169638035115867,-0.002018143474062,-0.0065657573514813
1699999992.4,40.447166811968835,-79.94409464909334,0.11246707972847464,0.03325056301847507,-0.9475305276264282,0.3103066911254089,-0.0203311043938829,-0.0094409060643309,0.0019486349696109
1699999992.6,40.44707213515405,-79.94428857062253,1.0945090849002757,0.07104905668392372,-0.9595551954399959,0.37651570814914037,-0.0179273351939774,-0.0041406828628552,-0.0150998570646403
1699999992.8,40.44787843624441,-79.94415772445029,1.1813845996283678,0.03449233122749458,-0.9637187706695387,0.3160744804147285,-0.027828169178565,-0.0327954972437808,-0.007663778668921
1699999993.0,40.447511190864695,-79.94395824947786,1.4319837991315962,0.13639793926632007,-0.8447041998120695,0.2767179830291717,-0.0534283377891697,-0.0368837158331614,-0.0068491176914657
1699999993.2,40.44774799720172,-79.9438387021368,1.834648748103867,0.13214850360208824,-0.9367705972028558,0.3811160765917832,-0.0295581586226805,-0.0030021814968463,-0.0205529457126865
1699999993.4,40.4472102597329,-79.94393001541559,1.1320537016017298,0.06583397635646074,-0.9190897557578461,0.3500243458199892,-0.0136303247751345,-0.0530919805434927,0.0330500954439924
1699999993.6,40.44739955891452,-79.94412005535835,3.5068173965093066,0.06670645496737529,-0.9189660643876375,0.3755116600716613,-0.0440441570560575,-0.0380062382326298,0.0071106401105115
1699999993.8,40.44715959687512,-79.94429323042304,3.7476638070559565,0.057445452837420724,-0.94895264141367,0.4051365949887972,0.0223926573937133,-0.0171670027027598,-0.0114547884806488
1699999994.0,40.447591576038334,-79.94419054100126,3.087426122208776,0.08653407030373478,-0.9456642629704242,0.439047750996717,-0.0169598087699516,-0.0073372751192773,-0.0097506316991071
1699999994.2,40.44768423758763,-79.9442216347921,2.9907629406350895,0.08253866265065943,-0.936326435977701,0.4083235865675505,-0.0395269032150651,-0.0231452667177697,-0.0035436021464594
1699999994.4,40.44767169961331,-79.94422992136177,3.06083662860509,0.09127376913076916,-0.9322251232150135,0.33092969490683877,-0.0139653504402665,-0.0222477814304129,-0.0032842102562857
1699999994.6,40.44729879596139,-79.94460747756794,3.066127085144034,0.08119826784328342,-0.9238374986749808,0.3198990051780495,-0.0248643372014158,-0.0147272808281382,0.0189752890829236
1699999994.9,40.447480566964295,-79.94430193089276,4.997975025146818,0.029346076749092002,-0.8668366406053175,0.3242210810177935,-0.0160269034400969,-0.0190437323229386,-0.0065122278135707
1699999995.0,40.447486255891015,-79.94416681389256,5.090670871570361,0.04162517991134481,-0.9313436531882717,0.3040342233409038,-0.0248443634932402,-0.0296210092244063,0.0094180028789562
1699999995.2,40.44756452506008,-79.94452440507254,4.694571326668643,0.08686940163167307,-0.962318607254041,0.30201104743626817,-0.0842091536683055,0.0515992787525033,-0.0436438839442186
1699999995.4,40.44712386431339,-79.94435335704647,5.093619453649001,0.10520496744374312,-0.9164684641552946,0.29790049444195477,-0.0405090770250863,-0.0316503379750467,-0.0141938496617953
1699999995.6,40.44689807349614,-79.94446972643114,6.081181646337327,0.06966256578393999,-0.9199588578064494,0.2675069617737494,-0.0521718583868703,0.000339286722876,-0.0005350290629969
1699999995.8,40.44789829737347,-79.9443436786987,6.713611035604456,0.0794739600101004,-1.007465880729738,0.21439014859814678,-0.010554107399984,-0.0148258177884711,-0.0149967927304542
